FECHA,VENTANILLA,EHIDRO,ETERMO,ESOLAR,EEOLICO,ETOTAL,EPASADA,EREGULACION,EGNCAMISEA ,EGNMALACAS,EGNAGUAYTIA,EGNLAISLA,ECARBÓN ,EDIESEL,ER500,ER6,EBAGAZO,EBIOGAS,ESOLAR,EEOLICO,EVENTANILLATG3,EVENTANILLATG4,VENTANILLATV,DEMNORTE,DEMCENTRO ,DEMSUR,PRESIONVENTA,TEMPVENTA,DISPGNVENTA
43525,205.90889,4081.12018,1687.02057,0,97.8131,5865.95385,1026.60245,3054.51773,1645.72557,0,0,0,0,1.2,25.1,0,5.545,9.45,0,97.8131,140.14202,0,65.76687,808.01426,3579.31395,1478.62564,4275.56,27.3,2250
43525.02083,204.68151,3940.16595,1634.62184,0,98.18722,5672.97501,1049.97729,2890.18866,1593.54184,0,0,0,0,1.2,24.6,0,5.83,9.45,0,98.18722,139.54217,0,65.13934,777.54653,3419.21673,1476.21175,4275.56,27.3,2250
43525.04167,205.40022,3918.12472,1649.29405,0,102.03779,5669.45656,1025.47665,2892.64807,1608.36405,0,0,0,0,1.2,24.2,0,6.08,9.45,0,102.03779,139.51045,0,65.88977,786.86437,3415.13468,1467.45751,4308.537,26.75,2250
43525.0625,205.38319,3894.02189,1604.44965,0,89.1208,5587.59234,1046.55298,2847.46891,1563.72465,0,0,0,0,1.2,24.3,0,5.775,9.45,0,89.1208,139.95086,0,65.43233,773.70199,3358.21156,1455.67879,4308.537,26.75,2250
43525.08333,205.17624,3731.86497,1701.14337,0,92.58856,5525.5969,1047.5133,2684.35167,1659.8056,0,0,0,0,1.2,24.9,0,5.78777,9.45,0,92.58856,139.67284,0,65.5034,762.21521,3310.13072,1453.25097,4369.191,26.25,2250
43525.10417,185.00137,3712.83904,1578.27761,0,85.79235,5376.909,1026.27183,2686.56721,1541.32252,0,0,0,0,0,21.9,0,5.60509,9.45,0,85.79235,124.36816,0,60.63321,715.70615,3225.34783,1435.85502,4369.191,26.25,2250
43525.125,180.07584,3745.42922,1570.5746,0,82.02845,5398.03227,1033.58475,2711.84447,1533.84638,0,0,0,0,0,21.7,0,5.57822,9.45,0,82.02845,121.49333,0,58.58251,715.85349,3226.62353,1455.55525,4408.292,25.825,2250
43525.14583,178.38134,3672.20643,1473.90352,0,102.85661,5248.96656,1024.27891,2647.92752,1437.08901,0,0,0,0,0,21.6,0,5.76451,9.45,0,102.85661,120.5302,0,57.85114,734.90635,3123.96168,1390.09853,4408.292,25.825,2250
43525.16667,179.68156,3766.91683,1492.82587,0,121.58519,5381.32789,1035.11792,2731.79891,1456.18767,0,0,0,0,0,21.6,0,5.5882,9.45,0,121.58519,121.72405,0,57.95751,712.57386,3238.72251,1430.03152,4423.367,25.4,2250
43525.1875,178.72569,3817.67614,1533.74362,0,121.91457,5473.33433,1044.70915,2772.96699,1497.17413,0,0,0,0,0,21.6,0,5.51949,9.45,0,121.91457,121.07364,0,57.65205,749.84912,3259.71012,1463.77509,4423.367,25.4,2250
43525.20833,177.56608,3765.99385,1497.52047,0,160.25399,5423.76831,1034.92715,2731.0667,1460.90547,0,0,0,0,0,21.5,0,5.665,9.45,0,160.25399,121.01258,0,56.5535,746.63723,3223.09046,1454.04062,4421.13,25.1,2250
43525.22917,179.70037,3738.50131,1558.56724,6.46289,153.47085,5457.00229,1025.49642,2713.00489,1522.09224,0,0,0,0,0,21.2,0,5.825,9.45,6.46289,153.47085,121.4648,0,58.23557,757.68887,3276.92821,1422.38521,4421.13,25.1,2250
43525.25,178.9909,3847.70508,1608.39807,36.65187,113.45522,5606.21024,1035.15755,2812.54753,1571.35807,0,0,0,0,0,21.6,0,5.99,9.45,36.65187,113.45522,121.05367,0,57.93723,786.89962,3380.46904,1438.84158,4399.106,24.8,2250
43525.27083,179.56613,3880.55451,1568.30039,119.03395,102.37857,5670.26742,1042.96467,2837.58984,1527.24039,0,0,0,0,1.2,24.6,0,5.81,9.45,119.03395,102.37857,121.44077,0,58.12536,779.9879,3465.596,1424.68352,4399.106,24.8,2250
43525.29167,186.62991,3845.15358,1681.68267,180.94251,63.0629,5770.84166,1032.82486,2812.32872,1640.57767,0,0,0,0,1.2,24.7,0,5.755,9.45,180.94251,63.0629,127.10678,0,59.52313,781.21237,3596.80679,1392.8225,4321.845,24.575,2250
43525.3125,206.3317,3924.6232,1807.70564,205.59377,57.81727,5995.73988,1045.57722,2879.04598,1713.16689,0,0,0,0,54.57375,24.8,0,5.715,9.45,205.59377,57.81727,139.71509,0,66.61661,848.95801,3697.16178,1449.62009,4321.845,24.575,2250
43525.33333,202.33332,3969.6206,2005.95253,213.49174,45.13792,6234.20279,1051.00208,2918.61852,1838.83554,0,0,0,0,126.95699,25,0,5.71,9.45,213.49174,45.13792,138.08148,0,64.25184,876.37622,3905.65437,1452.1722,4283.804,24.475,2250
43525.35417,203.6354,4011.30145,2130.5661,229.31427,58.92888,6430.1107,1049.47788,2961.82357,1964.15884,0,0,0,0,126.46226,24.5,0,5.995,9.45,229.31427,58.92888,138.33166,0,65.30374,889.43643,4059.17433,1481.49994,4283.804,24.475,2250
43525.375,203.96919,4078.12494,2227.23034,228.6105,68.04555,6602.01133,1061.42765,3016.69729,2086.2887,0,0,0,0,101.74164,24.5,0,5.65,9.05,228.6105,68.04555,139.05169,0,64.9175,940.04089,4169.74893,1492.22151,4221.148,24.725,2250
43525.39583,203.15771,4061.92616,2353.07743,232.70139,69.15887,6716.86385,1055.99838,3005.92778,2213.12323,0,0,0,0,102.0792,24.4,0,5.625,7.85,232.70139,69.15887,138.31841,0,64.8393,920.80582,4350.21084,1445.84719,4221.148,24.725,2250
43525.41667,203.03834,4104.73039,2352.42924,242.84614,99.94386,6799.94963,1051.50125,3053.22914,2213.31275,0,0,0,0,100.93149,24.5,0,5.835,7.85,242.84614,99.94386,138.11491,0,64.92343,943.17187,4382.99623,1473.78153,4102.431,25.125,2250
43525.4375,200.69009,4066.68343,2487.03488,206.96958,98.61093,6859.29882,1043.37263,3023.3108,2349.48608,0,0,0,0,99.9488,24.3,0,5.45,7.85,206.96958,98.61093,137.03113,0,63.65896,974.67567,4398.76365,1485.8595,4102.431,25.125,2250
43525.45833,209.93472,4095.56608,2567.70668,196.67962,96.8588,6956.81118,1042.16156,3053.40452,2381.99068,0,19.9265,0,0,126.4495,24.7,0,5.84,8.8,196.67962,96.8588,136.54506,0,73.38966,964.82382,4486.57626,1505.4111,4062.859,25.687,2250
43525.47917,211.57638,4103.68281,2463.95889,226.48513,158.79777,6952.9246,1046.26763,3057.41518,2231.7926,0,66.73364,0,0,126.01765,24.5,0,5.815,9.1,226.48513,158.79777,136.08353,0,75.49285,977.68257,4477.19484,1498.04719,4062.859,25.687,2250
43525.5,213.78132,4080.925,2429.38482,171.65641,172.3495,6854.31573,1046.15068,3034.77432,2182.85042,0,80.16838,0,0,126.71102,24.6,0,5.955,9.1,171.65641,172.3495,137.18169,0,76.59963,986.23699,4360.71575,1507.36299,4043.779,26.35,2250
43525.52083,209.8389,4004.13026,2446.73347,184.13864,199.61299,6834.61536,1045.82263,2958.30763,2200.39705,0,80.5661,0,0,125.88032,24.9,0,5.89,9.1,184.13864,199.61299,134.92955,0,74.90935,944.49121,4404.701,1485.42315,4043.779,26.35,2250
43525.54167,202.85054,3959.50874,2398.02597,178.8289,226.20595,6762.56956,1045.76663,2913.74211,2151.42703,0,81.00504,0,0,126.1039,24.4,0,5.99,9.1,178.8289,226.20595,137.74613,0,65.10441,907.22598,4359.53262,1495.81096,4094.305,26.925,2250
43525.5625,199.84111,4082.82436,2403.59324,151.63901,228.52582,6866.58243,1052.79113,3030.03323,2180.44402,0,81.34698,0,0,102.16224,24.4,0,6.14,9.1,151.63901,228.52582,136.29817,0,63.54294,957.91053,4395.7596,1512.9123,4094.305,26.925,2250
43525.58333,201.44669,4034.81801,2406.06216,156.4571,247.83282,6845.17009,1029.11924,3005.69877,2181.63775,0,81.75955,0,0,102.75486,24.6,0,6.21,9.1,156.4571,247.83282,136.75109,0,64.6956,955.85056,4375.77592,1513.54361,4150.012,27.425,2250
43525.60417,199.41492,4041.21476,2447.77906,152.83548,240.91076,6882.74006,1035.43574,3005.77902,2226.88081,0,81.77473,0,0,100.03352,24.4,0,5.59,9.1,152.83548,240.91076,135.25178,0,64.16314,948.96138,4421.084,1512.69468,4150.012,27.425,2250
43525.625,200.82707,4082.14141,2381.71372,171.91425,247.31725,6883.08663,1044.61712,3037.52429,2156.80114,0,81.83912,0,0,103.14846,24.8,0,6.125,9,171.91425,247.31725,136.09128,0,64.73579,957.0718,4440.71677,1485.29806,4154.723,27.95,2250
43525.64583,202.22383,3990.16127,2387.6523,145.96925,256.98938,6780.7722,1033.35458,2956.80669,2165.86825,0,81.81878,0,0,99.74527,25.2,0,6.02,9,145.96925,256.98938,136.83328,0,65.39055,937.99472,4354.15906,1488.61842,4154.723,27.95,2250
43525.66667,199.43182,4076.74755,2332.55441,118.94562,254.8967,6783.14428,1048.64679,3028.10076,2109.56649,0,81.74328,0,0,102.37464,24.6,0,5.27,9,118.94562,254.8967,135.38639,0,64.04543,947.55353,4334.20695,1501.3838,4170.034,28.75,2250
43525.6875,201.43475,4057.70303,2269.5582,125.84017,251.15732,6704.25872,1046.10722,3011.59581,2045.41301,0,81.66202,0,0,102.54817,24.9,0,6.035,9,125.84017,251.15732,136.7155,0,64.71925,915.36881,4266.43522,1522.45469,4170.034,28.75,2250
43525.70833,201.07454,4086.36685,2233.93605,49.00126,248.0083,6617.31246,1052.27518,3034.09167,2009.76508,0,81.64163,0,0,102.35434,25,0,5.975,9.2,49.00126,248.0083,136.47592,0,64.59862,891.91244,4213.17679,1512.22323,4175.922,29.175,2250
43525.72917,195.98667,4025.58762,2125.31297,5.80115,249.10073,6405.80247,1044.94398,2980.64364,1922.6904,0,60.59914,0,0,102.13843,24.8,0,5.885,9.2,5.80115,249.10073,132.16692,0,63.81975,835.1311,4030.37994,1540.29143,4175.922,29.175,2250
43525.75,178.50681,4065.74503,2299.16719,0,236.18268,6601.0949,1057.91875,3007.82628,2111.64669,0,61.15,0,0,86.7155,24.6,0,5.855,9.2,0,236.18268,121.12717,0,57.37964,855.66815,4191.03394,1554.39281,4160.965,29.075,2250
43525.77083,202.91995,4161.26711,2323.61585,0,229.87778,6714.76074,1056.5068,3104.76031,2117.13801,0,79.76,0,0,86.81784,24.9,0,5.8,9.2,0,229.87778,138.22669,0,64.69326,958.27399,4233.86473,1522.62202,4160.965,29.075,2250
43525.79167,202.50822,4149.1031,2435.57885,0,215.9961,6800.67805,1048.81898,3100.28412,2221.83386,0,82.1,0,0,91.73499,24.8,0,5.81,9.3,0,215.9961,137.99153,0,64.51669,984.37608,4245.91565,1570.38632,4146.597,28,2250
43525.8125,202.04975,4168.71599,2451.06946,0,161.39324,6781.17869,1053.02366,3115.69233,2232.76769,0,82.16,0,0,96.39177,24.8,0,5.65,9.3,0,161.39324,138.302,0,63.74775,954.34876,4237.48319,1589.34674,4146.597,28,2250
43525.83333,203.67108,4167.83309,2440.53596,0,129.88563,6738.25468,1063.0064,3104.82669,2217.90748,0,82.27,0,0,102.102,24,0,4.95648,9.3,0,129.88563,138.82628,0,64.8448,976.26054,4197.61168,1564.38246,4089.947,27.475,2250
43525.85417,203.11768,4149.93294,2465.60617,0,109.58491,6725.12402,1062.62193,3087.31101,2242.4501,0,82.33,0,0,101.50749,24.2,0,5.81858,9.3,0,109.58491,138.51616,0,64.60152,967.71105,4187.27335,1570.13962,4089.947,27.475,2250
43525.875,202.30761,4166.23653,2368.99065,0,124.92061,6660.14779,1067.46421,3098.77232,2146.23727,0,82.4,0,0,101.24896,24.1,0,5.70442,9.3,0,124.92061,138.00336,0,64.30425,939.57336,4148.0332,1572.54123,4052.848,27.075,2250
43525.89583,203.34156,4164.96346,2270.80245,0,123.697,6559.46291,1066.49366,3098.4698,2047.80217,0,82.54,0,0,101.20828,24.1,0,5.752,9.4,0,123.697,138.48573,0,64.85583,907.18015,4130.94473,1521.33803,4052.848,27.075,2250
43525.91667,203.52213,4157.01893,2173.53802,0,105.64181,6436.19876,1066.16375,3090.85518,1950.3518,0,82.61,0,0,101.68423,24,0,5.49199,9.4,0,105.64181,138.85152,0,64.67061,908.05226,4057.70432,1470.44218,4051.788,26.525,2250
43525.9375,172.20542,4111.99783,1981.99513,0,103.90598,6197.89894,1057.06168,3054.93615,1780.49053,0,60.4,0,0,101.70443,24,0,6.00017,9.4,0,103.90598,117.05609,0,55.14933,859.46335,3882.14706,1456.28853,4051.788,26.525,2250
43525.95833,172.1041,4054.21328,1861.93662,0,78.96444,5995.11434,1068.76337,2985.44991,1676.28577,0,60.45,0,0,86.06188,24.1,0,5.63897,9.4,0,78.96444,116.73576,0,55.36834,820.57585,3742.00598,1432.53251,4200.891,25.9,2250
43525.97917,171.41638,4016.85172,1711.8556,0,63.91855,5792.62587,1061.68357,2955.16815,1610.00249,0,61.04,0,0,1.2,24.1,0,6.11311,9.4,0,63.91855,116.64715,0,54.76923,762.34708,3638.69308,1391.58571,4200.891,25.9,2250
43526,173.05435,3882.37697,1714.3246,0,54.3846,5651.08617,1048.38331,2833.99366,1612.68805,0,60.87155,0,0,1.2,24.1,0,6.065,9.4,0,54.3846,117.45449,0,55.59986,770.05958,3476.25264,1404.77395,4245.409,23.5,950
43526.02083,172.17368,3846.35733,1738.1118,0,67.421,5651.89013,1053.49579,2792.86154,1640.06657,0,61.34023,0,0,0,21.3,0,6.005,9.4,0,67.421,116.95,0,55.22368,776.44922,3461.3422,1414.09871,4245.409,23.5,950
43526.04167,171.49174,3734.83267,1765.34273,0,51.09933,5551.27473,1048.56615,2686.26652,1668.86372,0,61.56401,0,0,0,20.5,0,5.665,8.75,0,51.09933,116.94592,0,54.54582,769.34175,3384.78374,1397.14924,4251.887,23.225,950
43526.0625,172.6983,3691.08777,1693.7922,0,45.13735,5430.01732,1053.10711,2637.98066,1597.72996,0,61.17724,0,0,0,20.8,0,5.735,8.35,0,45.13735,117.12822,0,55.57008,761.89205,3293.91217,1374.2131,4251.887,23.225,950
43526.08333,171.68894,3597.04039,1671.06251,0,36.41992,5304.52282,1035.01817,2562.02222,1571.99936,0,61.05302,0,0,1.2,22.2,0,6.26013,8.35,0,36.41992,116.51595,0,55.17299,730.09189,3197.78496,1376.64597,4339.865,23.525,950
43526.10417,173.20127,3570.7392,1750.14269,0,54.00139,5374.88328,1003.62312,2567.11608,1651.71913,0,61.18945,0,0,1.2,22.3,0,5.38411,8.35,0,54.00139,117.4175,0,55.78377,768.53729,3235.86986,1370.47613,4339.865,23.525,950
43526.125,172.81094,3582.48741,1716.85622,0,41.68011,5341.02374,1002.66488,2579.82253,1617.43563,0,61.02,0,0,1.2,22.9,0,5.95059,8.35,0,41.68011,117.19479,0,55.61615,761.64581,3213.25851,1366.11942,4369.897,22.75,950
43526.14583,171.78579,3511.76694,1670.77259,0,59.23778,5241.77731,990.56291,2521.20403,1571.77502,0,60.79,0,0,1.2,22.8,0,5.85757,8.35,0,59.23778,116.65734,0,55.12845,727.8016,3138.72216,1375.25355,4369.897,22.75,950
43526.16667,170.91811,3554.29968,1758.91181,0,68.62502,5381.83651,994.70202,2559.59766,1659.97676,0,61.2,0,0,1.2,22.5,0,5.68505,8.35,0,68.62502,116.7055,0,54.21261,766.11811,3214.06846,1401.64994,4358.709,22.95,950
43526.1875,171.24951,3574.14628,1699.93344,0,78.38734,5352.46706,1024.40355,2549.74273,1600.79641,0,60.94,0,0,1.2,22.7,0,5.94703,8.35,0,78.38734,116.79696,0,54.45255,738.47258,3221.9045,1392.08998,4358.709,22.95,950
43526.20833,172.28369,3554.67573,1803.26629,0,73.57455,5431.51657,1022.60879,2532.06694,1703.91629,0,61.14,0,0,1.2,22.7,0,5.96,8.35,0,73.57455,117.38993,0,54.89376,747.87992,3280.48165,1403.155,4355.293,23.05,950
43526.22917,173.39733,3577.41797,1727.22824,5.62041,76.51773,5386.78435,1022.06505,2555.35292,1628.09824,0,60.88,0,0,1.2,22.7,0,6,8.35,5.62041,76.51773,116.72541,0,56.67192,782.57557,3231.03014,1373.17864,4355.293,23.05,950
43526.25,172.81625,3571.39919,1632.40882,42.15418,95.22443,5341.18662,1036.37667,2535.02252,1534.20382,0,59.95,0,0,1.2,22.7,0,6.005,8.35,42.15418,95.22443,116.8623,0,55.95395,772.4099,3210.04728,1358.72944,4330.679,23.15,950
43526.27083,173.473,3429.42766,1644.37386,81.55199,83.88117,5239.23468,1038.21994,2391.20772,1544.90886,0,60.7,0,0,1.2,23.1,0,6.115,8.35,81.55199,83.88117,116.5638,0,56.9092,720.70617,3173.49999,1345.02852,4330.679,23.15,950
43526.29167,172.91707,3452.30422,1798.12495,117.70732,74.36244,5442.49893,1007.17313,2445.13109,1698.73495,0,61.16,0,0,1.2,22.8,0,5.88,8.35,117.70732,74.36244,116.6791,0,56.23797,769.57097,3311.60715,1361.32081,4282.037,22.95,950
43526.3125,172.51101,3596.75033,1837.19495,201.23912,80.22618,5715.41058,1011.60414,2585.14619,1739.36995,0,61.05,0,0,0,22.5,0,5.925,8.35,201.23912,80.22618,116.65747,0,55.85354,811.97454,3545.99128,1357.44476,4282.037,22.95,950
43526.33333,173.8353,3835.41554,1819.86721,170.39021,71.47751,5897.15047,1012.27502,2823.14052,1620.67525,0,60.38,0,0,102.08696,22.6,0,5.775,8.35,170.39021,71.47751,117.08759,0,56.74771,839.61958,3673.54685,1383.98404,4253.889,23.387,950
43526.35417,173.74159,3946.73428,1825.09132,223.01249,76.46423,6071.30232,1015.49364,2931.24064,1626.17384,0,60.95,0,0,101.22748,22.5,0,5.89,8.35,223.01249,76.46423,116.77979,0,56.9618,861.51471,3821.72474,1388.06287,4253.889,23.387,950
43526.375,173.11679,4024.18216,1910.04474,228.86707,94.5692,6257.66317,1025.43231,2998.74985,1712.08505,0,61.11,0,0,101.25469,22.3,0,5.245,8.05,228.86707,94.5692,116.4933,0,56.62349,852.39183,3994.15781,1411.11353,4263.076,24.825,950
43526.39583,202.17637,4073.61647,2037.49407,224.83537,97.5217,6433.46761,1049.52791,3024.08856,1838.1842,0,61.15,0,0,101.73487,22.2,0,6.175,8.05,224.83537,97.5217,136.93678,0,65.23959,915.01466,4126.39967,1392.05328,4263.076,24.825,950
43526.41667,202.23518,4035.11467,2111.59927,238.86137,102.2756,6487.85091,1039.35412,2995.76055,1894.3091,0,81.29,0,0,99.15517,22.6,0,6.195,8.05,238.86137,102.2756,137.45528,0,64.7799,932.17731,4129.01504,1426.65856,4318.784,25.725,950
43526.4375,201.94139,4141.30981,2157.10032,201.59274,108.52697,6608.52984,1052.06244,3089.24737,1936.05737,0,80.91,0,0,102.11795,22.6,0,6.165,9.25,201.59274,108.52697,136.74997,0,65.19142,946.58322,4222.86243,1439.08419,4318.784,25.725,950
43526.45833,202.54226,3962.61115,2274.17694,192.04535,128.1627,6556.99614,1032.45386,2930.15729,2053.60556,0,80.9,0,0,101.66638,22.6,0,6.205,9.2,192.04535,128.1627,137.27555,0,65.26671,949.16539,4175.03135,1432.7994,4285.336,26.3,950
43526.47917,202.74986,4064.868,2169.20692,168.04848,143.09275,6545.21615,1033.13746,3031.73054,1950.4229,0,80.41,0,0,100.46902,22.6,0,6.105,9.2,168.04848,143.09275,137.07047,0,65.67939,948.26865,4142.77618,1454.17132,4285.336,26.3,950
43526.5,202.11933,4111.68158,2105.73598,173.34531,160.29706,6551.05993,1045.80302,3065.87856,1887.6125,0,78.24,0,0,101.92348,22.9,0,5.86,9.2,173.34531,160.29706,136.57708,0,65.54225,930.86346,4177.48972,1442.70675,4257.894,25.975,950
43526.52083,201.88322,4083.46738,2054.04107,166.17118,185.3167,6488.99633,1039.57378,3043.8936,1915.1008,0,0,0,0,101.52527,22.5,0,5.915,9,166.17118,185.3167,136.47441,0,65.40881,912.73287,4159.14012,1417.12334,4257.894,25.975,950
43526.54167,199.85561,4126.80413,1892.16682,212.80573,205.11952,6436.8962,1050.35643,3076.4477,1753.94797,0,0,0,0,101.21885,23,0,5,9,212.80573,205.11952,134.931,0,64.92461,929.40753,4098.40391,1409.08476,4260.249,27,950
43526.5625,179.53694,4087.3123,1897.18641,188.5491,223.63822,6396.68603,1044.24007,3043.07223,1761.29863,0,0,0,0,100.31278,22.2,0,4.425,8.95,188.5491,223.63822,120.75315,0,58.78379,902.70427,4057.88965,1436.09211,4260.249,27,950
43526.58333,180.18974,4074.43601,1872.71468,195.91229,223.29962,6366.3626,1044.4358,3030.00021,1733.62049,0,0,0,0,102.37919,22.3,0,5.465,8.95,195.91229,223.29962,121.10454,0,59.0852,909.22153,4031.22759,1425.91348,4291.93,28.95,950
43526.60417,179.31276,4077.32089,1887.58082,232.84686,220.08208,6417.83065,1044.64961,3032.67128,1749.42819,0,0,0,0,101.43263,22.5,0,5.27,8.95,232.84686,220.08208,120.11455,0,59.19821,926.87081,4034.30483,1456.65501,4291.93,28.95,950
43526.625,178.87766,4129.72757,1816.05644,219.94467,227.04746,6392.77614,1050.20185,3079.52572,1677.73201,0,0,0,0,101.18943,22.6,0,5.685,8.85,219.94467,227.04746,120.16112,0,58.71654,914.60245,4026.13235,1452.04134,4330.09,29.675,950
43526.64583,179.16026,4081.76209,1802.52825,206.29953,227.98719,6318.57706,1040.18355,3041.57854,1664.3553,0,0,0,0,100.93795,22.8,0,5.585,8.85,206.29953,227.98719,119.66631,0,59.49395,914.65519,3925.90384,1478.01803,4330.09,29.675,950
43526.66667,178.47694,4093.17708,1838.59125,183.05652,242.45226,6357.27711,1037.70834,3055.46874,1700.5751,0,0,0,0,100.98115,22.5,0,5.685,8.85,183.05652,242.45226,119.67974,0,58.7972,886.07684,3982.41423,1488.78604,4350.583,29.3,950
43526.6875,179.96516,4081.95128,1849.59885,127.52437,240.44164,6299.51614,1033.61849,3048.33279,1710.69099,0,0,0,0,101.61286,22.7,0,5.745,8.85,127.52437,240.44164,120.53071,0,59.43445,874.20203,3937.74116,1487.57295,4350.583,29.3,950
43526.70833,179.48488,4103.78152,1885.54314,35.68887,235.17283,6260.18636,1043.57851,3060.20301,1746.68051,0,0,0,0,101.56763,22.6,0,5.845,8.85,35.68887,235.17283,120.63531,0,58.84957,854.90284,3913.35775,1491.92577,4335.39,27.175,950
43526.72917,179.39541,4118.61001,1846.7459,6.08965,222.0259,6193.47146,1047.63602,3070.97399,1708.24598,0,0,0,0,100.86492,22.5,0,5.685,9.45,6.08965,222.0259,120.2407,0,59.15471,801.35045,3860.38957,1531.73144,4335.39,27.175,950
43526.75,178.93347,4114.39401,2005.79733,0.02,227.54128,6347.75262,1046.21147,3068.18254,1867.66733,0,0,0,0,101.23,22.4,0,5.05,9.45,0.02,227.54128,120.46698,0,58.46649,807.24597,3940.53693,1599.96972,4314.661,26.45,950
43526.77083,200.65275,4140.70573,2279.07315,0,213.04768,6632.82656,1040.88948,3099.81625,2141.86485,0,0,0,0,103.0583,24.7,0,0,9.45,0,213.04768,135.93136,0,64.72139,894.76318,4136.487,1601.57638,4314.661,26.45,950
43526.79167,202.28271,4159.22179,2340.58375,0,220.53943,6720.34497,1043.84224,3115.37955,2203.62553,0,0,0,0,102.60822,24.9,0,0,9.45,0,220.53943,136.56055,0,65.72216,945.5151,4174.0552,1600.77467,4304.768,26.3,950
43526.8125,210.19103,4153.33508,2319.9991,0,203.40434,6676.73852,1045.22965,3108.10543,2181.96494,0,0,0,0,103.18416,25.4,0,0,9.45,0,203.40434,136.52944,0,73.66159,939.0405,4152.52147,1585.17655,4304.768,26.3,950
43526.83333,211.8586,4163.60924,2373.04599,0,192.86919,6729.52442,1051.62055,3111.98869,2236.74093,0,0,0,0,101.35506,25.5,0,0,9.45,0,192.86919,135.58184,0,76.27676,915.90028,4201.64281,1611.98133,4279.446,26.35,950
43526.85417,213.62384,4172.83015,2350.49943,0,174.35543,6697.68501,1053.46116,3119.36899,2213.0365,0,0,0,0,102.56293,25.4,0,0,9.5,0,174.35543,136.10811,0,77.51573,913.39996,4185.53573,1598.74932,4279.446,26.35,950
43526.875,213.36535,4138.5753,2358.10262,0,157.18153,6653.85945,1038.01194,3100.56336,2220.23594,0,0,0,0,102.22411,25.4,0,0.74257,9.5,0,157.18153,136.29892,0,77.06643,898.60203,4162.09202,1593.1654,4269.671,26.6,950
43526.89583,203.54076,4136.9143,2330.6132,0,137.8374,6605.3649,1036.78994,3100.12436,2188.39519,0,0,0,0,103.41302,25.2,0,4.10499,9.5,0,137.8374,136.72348,0,66.81728,919.34112,4126.62014,1559.40364,4269.671,26.6,950
43526.91667,203.77125,4112.8909,2140.28891,0,130.4485,6383.62831,1030.3612,3082.5297,1997.91089,0,0,0,0,102.16188,25.5,0,5.21614,9.5,0,130.4485,137.74098,0,66.03027,893.13817,3952.09415,1538.39599,4300.764,26.675,950
43526.9375,197.85926,4106.98213,2014.67514,0,134.17824,6255.83551,1031.05672,3075.92541,1872.76933,0,0,0,0,101.88422,25.4,0,5.12159,9.5,0,134.17824,132.99822,0,64.86104,847.27289,3885.93276,1522.62986,4300.764,26.675,950
43526.95833,202.23235,4116.03943,1898.03051,0,117.7854,6131.85534,1024.20782,3091.83161,1770.15301,0,0,0,0,88.04398,25.5,0,4.83352,9.5,0,117.7854,136.72766,0,65.50469,850.48474,3780.0631,1501.3075,4310.186,24.525,950
43526.97917,179.64094,4023.22573,1780.73336,0,141.47432,5945.43341,1021.11811,3002.10762,1653.98076,0,0,0,0,86.97873,25.4,0,4.87387,9.5,0,141.47432,121.02144,0,58.6195,780.18323,3677.66095,1487.58923,4310.186,24.525,950
43527,177.98325,4080.09307,1571.38594,0,114.58838,5766.06739,1042.07308,3038.01999,1530.38594,0,0,0,0,1.2,25.3,0,5,9.5,0,114.58838,119.59275,0,58.3905,767.89445,3505.14893,1493.02401,4332.092,23.21,1450
43527.02083,178.04443,4093.96561,1531.42034,0,64.01314,5689.39909,1036.85292,3057.11269,1490.73034,0,0,0,0,1.2,25.3,0,4.69,9.5,0,64.01314,119.83198,0,58.21245,745.34969,3452.70292,1491.34648,4332.092,23.21,1450
43527.04167,178.74769,4070.7308,1447.98392,0,25.95561,5544.67033,1024.00232,3046.72848,1407.14392,0,0,0,0,1.2,25.1,0,5.04,9.5,0,25.95561,119.98026,0,58.76743,767.70741,3305.82522,1471.1377,4375.551,23.05,1450
43527.0625,178.19775,4064.32687,1426.84236,0,13.65439,5504.82362,1027.23795,3037.08892,1390.13236,0,0,0,0,0,22,0,5.21,9.5,0,13.65439,120.26969,0,57.92806,741.50037,3314.5719,1448.75135,4375.551,23.05,1450
43527.08333,178.81128,3970.15083,1418.61564,0,7.67353,5396.44,1015.12313,2955.0277,1383.06465,0,0,0,0,0,20.7,0,5.35099,9.5,0,7.67353,121.20836,0,57.60292,746.07528,3219.03116,1431.33356,4428.785,22.9,1450
43527.10417,180.29443,3993.15614,1406.6472,0,8.53155,5408.33489,1020.58062,2972.57552,1370.1659,0,0,0,0,0,21.5,0,5.4813,9.5,0,8.53155,121.23736,0,59.05707,711.08766,3263.45888,1433.78835,4428.785,22.9,1450
43527.125,179.37013,4011.01761,1379.00896,0,14.47496,5404.50153,1029.41802,2981.59959,1342.38251,0,0,0,0,0,21.8,0,5.32645,9.5,0,14.47496,121.54734,0,57.82279,729.22906,3238.80462,1436.46785,4444.92,22.62,1450
43527.14583,179.98018,3992.11201,1298.1423,0,44.85048,5335.10479,1027.33649,2964.77552,1261.91651,0,0,0,0,0,21.6,0,5.12579,9.5,0,44.85048,121.11047,0,58.86971,735.6093,3172.83854,1426.65695,4444.92,22.62,1450
